,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
1383,011940.OF,大成全球美元债A美元,大成基金,中国银行,债券型,20210419,,,,,,0.8,0.25,,0.1533,,,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,L,债券型,契约型开放式,,20210419,20210419,O
1384,011941.OF,大成全球美元债C美元,大成基金,中国银行,债券型,20210419,,,,,,0.8,0.25,,0.1533,,,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,L,债券型,契约型开放式,,20210419,20210419,O
1385,010653.OF,农银汇理金玉,农银汇理基金,上海银行,债券型,20210416,,,20210308,,10.0026,0.3,0.1,,1.0,0.001,,中债国债及政策性银行债指数收益率,L,债券型,契约型开放式,,20210526,20210526,O
1386,010382.OF,浙商智选价值C,浙商基金,招商银行,混合型,20210416,,,20210324,,0.3779,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+恒生指数收益率*30%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20210715,20210715,O
1387,010470.OF,圆信永丰聚优C,圆信永丰基金,中国建设银行,股票型,20210416,,,20210401,,0.5111,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*75%+上证国债指数收益率*20%+恒生指数收益率*5%,L,股票型,契约型开放式,,20210715,20210715,O
1388,010381.OF,浙商智选价值A,浙商基金,招商银行,混合型,20210416,,,20210324,,2.4717,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+恒生指数收益率*30%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20210715,20210715,O
1389,010469.OF,圆信永丰聚优A,圆信永丰基金,中国建设银行,股票型,20210416,,,20210401,,18.7472,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*75%+上证国债指数收益率*20%+恒生指数收益率*5%,L,股票型,契约型开放式,,20210715,20210715,O
1390,011514.OF,中海海誉A,中海基金,中国银行,混合型,20210415,,,20210309,,2.1289,1.0,0.25,,1.0,0.0001,,中证全债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210609,20210609,O
1391,011515.OF,中海海誉C,中海基金,中国银行,混合型,20210415,,,20210309,,2.0472,1.0,0.25,,1.0,0.0001,,中证全债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210609,20210609,O
1392,010517.OF,嘉合中债1-3年政金债C,嘉合基金,浦发银行,债券型,20210414,,,20210118,,1.0805,0.15,0.05,,1.0,0.001,,中债-1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210420,20210420,O
1393,011948.OF,东吴智慧医疗量化策略C,东吴基金,中国农业银行,混合型,20210414,,,,,,1.5,0.25,,1.0,,,中证医疗指数收益率*65%+中债综合全价(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,20210414,20210414,O
1394,012040.OF,鹏华中证信息技术C,鹏华基金,中国建设银行,股票型,20210414,,,,,,1.0,0.22,,1.0,,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210414,20210414,O
1395,010917.OF,德邦锐祥A,德邦基金,上海银行,债券型,20210414,,,20210409,,1.0,0.3,0.05,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20210415,20210415,O
1396,010262.OF,海富通中债1-3年农发债A,海富通基金,上海银行,债券型,20210414,,,20210111,,20.5036,0.15,0.05,,1.0,0.001,,中债1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210518,20210518,O
1397,010263.OF,海富通中债1-3年农发债C,海富通基金,上海银行,债券型,20210414,,,20210111,,1.0003,0.15,0.05,,1.0,0.001,,中债1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210518,20210518,O
1398,012044.OF,鹏华中证证券C,鹏华基金,中国建设银行,股票型,20210414,,,,,,1.0,0.22,,1.0,,,中证全指证券公司指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210414,20210414,O
1399,012043.OF,鹏华中证酒C,鹏华基金,中国建设银行,股票型,20210414,,,,,,1.0,0.22,,1.0,,,中证酒指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
1400,012042.OF,鹏华中证银行C,鹏华基金,中国建设银行,股票型,20210414,,,,,,1.0,0.22,,1.0,,,中证银行指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
1401,010250.OF,国金惠诚C,国金基金,中国民生银行,债券型,20210414,,,20210302,,0.9269,0.7,0.15,,1.0,0.01,,中债-综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20210513,20210513,O
1402,010249.OF,国金惠诚A,国金基金,中国民生银行,债券型,20210414,,,20210302,,1.4169,0.7,0.15,,1.0,0.01,,中债-综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20210513,20210513,O
1403,011446.OF,长江新能源产业A,长江资管,交通银行,混合型,20210414,,,20210322,,3.3119,1.5,0.2,,1.0,0.001,,中证新能源产业指数收益率*70%+中债总指数收益率*30%,L,混合型,契约型开放式,,20210712,20210712,O
1404,012041.OF,鹏华中证国防C,鹏华基金,中国建设银行,股票型,20210414,,,,,,1.0,0.22,,1.0,,,中证国防指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210414,20210414,O
1405,010918.OF,德邦锐祥C,德邦基金,上海银行,债券型,20210414,,,20210409,,1.1,0.3,0.05,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20210415,20210415,O
1406,011447.OF,长江新能源产业C,长江资管,交通银行,混合型,20210414,,,20210322,,0.1864,1.5,0.2,,1.0,0.001,,中证新能源产业指数收益率*70%+中债总指数收益率*30%,L,混合型,契约型开放式,,20210712,20210712,O
1407,010422.OF,海富通消费优选C,海富通基金,招商银行,混合型,20210414,,,20210308,,0.7369,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20210713,20210713,O
1408,010516.OF,嘉合中债1-3年政金债A,嘉合基金,浦发银行,债券型,20210414,,,20210118,,2.1503,0.15,0.05,,1.0,0.001,,中债-1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210420,20210420,O
1409,011949.OF,东吴多策略C,东吴基金,交通银行,混合型,20210414,,,,,,0.8,0.25,,1.0,,,沪深300指数收益率*50%+中国债券综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20210414,20210414,O
1410,010421.OF,海富通消费优选A,海富通基金,招商银行,混合型,20210414,,,20210308,,2.7331,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20210713,20210713,O
1411,010074.OF,南方誉隆一年持有A,南方基金,中国建设银行,混合型,20210413,,,20210205,,2.9606,1.0,0.2,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210712,,O
1412,011751.OF,博时恒兴一年定开C,博时基金,浙商银行,混合型,20210413,,,20210322,,0.198,0.8,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率(人民币)*5%,L,混合型,契约型开放式,,,,O
1413,004657.OF,金鹰民富收益A,金鹰基金,中国民生银行,混合型,20210413,,,20210326,,5.7446,0.8,0.15,,1.0,0.0001,,中债总财富(总值)收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210618,20210618,O
1414,011750.OF,博时恒兴一年定开A,博时基金,浙商银行,混合型,20210413,,,20210322,,2.1449,0.8,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率(人民币)*5%,L,混合型,契约型开放式,,,,O
1415,010959.OF,大成惠泽一年定开债,大成基金,中国光大银行,债券型,20210413,,,20210113,,5.1,0.3,0.1,,1.0,,,中债综合全价指数收益率,L,债券型,契约型开放式,,,,O
1416,010075.OF,南方誉隆一年持有C,南方基金,中国建设银行,混合型,20210413,,,20210205,,0.1078,1.0,0.2,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210712,,O
1417,011719.OF,浦银安盛盛华一年定开,浦银安盛基金,招商银行,债券型,20210413,,,20210412,,80.0,0.3,0.1,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,,,O
1418,004658.OF,金鹰民富收益C,金鹰基金,中国民生银行,混合型,20210413,,,20210326,,1.824,0.8,0.15,,1.0,0.0001,,中债总财富(总值)收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210618,20210618,O
1419,010714.OF,东方红远见价值,东证资管,招商银行,混合型,20210412,,,20210324,,22.4989,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20210709,20210709,O
1420,010442.OF,东方红启盛三年持有B,东证资管,中国工商银行,混合型,20210412,,,20210412,,,1.5,0.25,,1.0,,,沪深300指数收益率*55%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%+中国战略新兴产业成份指数收益率*5%,L,混合型,契约型开放式,,20210708,,O
1421,910006.OF,东方红启盛三年持有A,东证资管,中国工商银行,混合型,20210412,,,20210412,,,0.8,0.25,,1.0,,,沪深300指数收益率*55%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%+中国战略新兴产业成份指数收益率*5%,L,混合型,契约型开放式,,,20210412,O
1422,011907.OF,国泰量化收益C,国泰基金,招商银行,混合型,20210409,,,,,,1.0,0.2,,1.0,,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,,,O
1423,011955.OF,招商招祥纯债D,招商基金,浦发银行,债券型,20210409,,,,,,0.3,0.1,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20210409,20210409,O
1424,011953.OF,招商招瑞纯债D,招商基金,中国银行,债券型,20210409,,,,,,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20210409,20210409,O
1425,011348.OF,易方达宁易一年持有C,易方达基金,宁波银行,混合型,20210409,,,20210322,,0.7456,0.7,0.15,,1.0,0.0001,,中债新综合指数(财富)收益率*85%+沪深300指数收益率*12%+中证港股通综合指数收益率*3%,L,混合型,契约型开放式,,,,O
1426,011598.OF,信达澳银医药健康,信达澳银基金,中国建设银行,混合型,20210409,,,20210324,,8.1776,1.5,0.25,,1.0,0.001,,中证医药卫生指数收益率*90%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20210607,20210607,O
1427,011347.OF,易方达宁易一年持有A,易方达基金,宁波银行,混合型,20210409,,,20210322,,11.8922,0.7,0.15,,1.0,0.0001,,中债新综合指数(财富)收益率*85%+沪深300指数收益率*12%+中证港股通综合指数收益率*3%,L,混合型,契约型开放式,,,,O
1428,011513.OF,天弘中证新能源汽车C,天弘基金,中国民生银行,股票型,20210409,,,20210324,,1.0874,0.5,0.1,,1.0,0.001,,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210426,20210426,O
1429,011512.OF,天弘中证新能源汽车A,天弘基金,中国民生银行,股票型,20210409,,,20210324,,0.1449,0.5,0.1,,1.0,0.001,,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210426,20210426,O
1430,011982.OF,博时内需增长C,博时基金,中国农业银行,混合型,20210409,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20210409,20210409,O
1431,011667.OF,东财中证高端装备制造A,西藏东财基金,光大证券,股票型,20210408,,,20210325,,1.3223,1.2,0.1,,1.0,0.0001,,中证高端装备制造指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20210423,20210423,O
1432,011369.OF,华商均衡成长A,华商基金,中国建设银行,混合型,20210408,,,20210322,,7.6918,1.5,0.25,,1.0,0.0001,,中证800相对成长指数收益率*80%+中债-综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,20210610,20210610,O
1433,011668.OF,东财中证高端装备制造C,西藏东财基金,光大证券,股票型,20210408,,,20210325,,1.3342,1.2,0.1,,1.0,0.0001,,中证高端装备制造指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20210423,20210423,O
1434,011003.OF,同泰大健康主题C,同泰基金,兴业银行,混合型,20210408,,,20210318,,1.8995,1.5,0.2,,1.0,0.001,,中证健康产业指数收益率*80%+一年期人民币定期存款利率(税后)*20%,L,混合型,契约型开放式,,20210512,20210512,O
1435,011963.OF,广发稳裕C,广发基金,中国建设银行,混合型,20210408,,,,,,0.6,0.1,,1.0,,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20210408,20210408,O
1436,011274.OF,泰信景气驱动12个月持有C,泰信基金,兴业银行,混合型,20210408,,,20210222,,0.6559,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,混合型,契约型开放式,,20210513,20220408,O
1437,011962.OF,易方达稳鑫30天滚动持有C,易方达基金,中国银行,债券型,20210408,,,20210406,,0.7945,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款基准利率(税后)*20%,L,债券型,契约型开放式,,20210420,20210510,O
1438,010447.OF,中邮未来成长A,中邮基金,浙商银行,混合型,20210408,,,20210301,,0.7737,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中债综合全价指数收益率*35%+恒生综合指数收益率(经汇率估值调整)*5%,L,混合型,契约型开放式,,20210510,20210510,O
1439,011273.OF,泰信景气驱动12个月持有A,泰信基金,兴业银行,混合型,20210408,,,20210222,,1.5274,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,混合型,契约型开放式,,20210513,20220408,O
1440,011002.OF,同泰大健康主题A,同泰基金,兴业银行,混合型,20210408,,,20210318,,0.3327,1.5,0.2,,1.0,0.001,,中证健康产业指数收益率*80%+一年期人民币定期存款利率(税后)*20%,L,混合型,契约型开放式,,20210512,20210512,O
1441,011961.OF,易方达稳鑫30天滚动持有A,易方达基金,中国银行,债券型,20210408,,,20210406,,3.6204,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款基准利率(税后)*20%,L,债券型,契约型开放式,,20210420,20210510,O
1442,010960.OF,大成惠恒一年定开,大成基金,恒丰银行,债券型,20210408,,,20210315,,10.1504,0.3,0.1,,1.0,,,中债综合全价指数收益率,L,债券型,契约型开放式,,,,O
1443,010448.OF,中邮未来成长C,中邮基金,浙商银行,混合型,20210408,,,20210301,,1.8457,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中债综合全价指数收益率*35%+恒生综合指数收益率(经汇率估值调整)*5%,L,混合型,契约型开放式,,20210510,20210510,O
1444,011370.OF,华商均衡成长C,华商基金,中国建设银行,混合型,20210408,,,20210322,,1.1313,1.5,0.25,,1.0,0.0001,,中证800相对成长指数收益率*80%+中债-综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,20210610,20210610,O
1445,011064.OF,南方誉享一年持有A,南方基金,中信银行,混合型,20210407,,,20210325,,24.4975,0.8,0.15,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210705,,O
1446,011742.OF,大成惠平一年定开,大成基金,平安银行,债券型,20210407,,,20210315,,10.1,0.3,0.1,,1.0,,,中债综合全价指数收益率,L,债券型,契约型开放式,,,,O
1447,011065.OF,南方誉享一年持有C,南方基金,中信银行,混合型,20210407,,,20210325,,7.1636,0.8,0.15,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210705,,O
1448,011293.OF,中金恒远一年持有,中金基金,中国光大银行,混合型,20210407,,,20210315,,2.1542,0.8,0.15,,1.0,0.001,,中债-综合全价(总值)指数收益率*70%+沪深300指数收益率*25%+恒生指数收益率(使用估值汇率调整)*5%,L,混合型,契约型开放式,,20210421,,O
